,movie,comment,rank
489,어메이징 스파이더맨,샘스파보다 발전한 볼,10
490,미드소마,문화 차이. 미리 말을 하던,10
491,언포기버블,영화의  단조로운 스토리를  긴장감있,6
492,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
493,롱 리브 더 킹: 목포 영웅,,10
494,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
495,아수라,찢었다...모든게 찢었다.,10
496,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
497,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
498,비바리움,내가 50년간 봤던 영화중 최악이,9
499,어메이징 스파이더맨,샘스파보다 발전한 볼,10
500,미드소마,문화 차이. 미리 말을 하던,10
501,언포기버블,영화의  단조로운 스토리를  긴장감있,6
502,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
503,롱 리브 더 킹: 목포 영웅,,10
504,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
505,아수라,찢었다...모든게 찢었다.,10
506,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
507,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
508,비바리움,내가 50년간 봤던 영화중 최악이,9
509,어메이징 스파이더맨,샘스파보다 발전한 볼,10
510,미드소마,문화 차이. 미리 말을 하던,10
511,언포기버블,영화의  단조로운 스토리를  긴장감있,6
512,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
513,롱 리브 더 킹: 목포 영웅,,10
514,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
515,아수라,찢었다...모든게 찢었다.,10
516,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
517,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
518,비바리움,내가 50년간 봤던 영화중 최악이,9
519,어메이징 스파이더맨,샘스파보다 발전한 볼,10
520,서복,핵노잼  별한개도 아까운 영,10
521,미드소마,문화 차이. 미리 말을 하던,6
522,언포기버블,영화의  단조로운 스토리를  긴장감있,10
523,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
524,롱 리브 더 킹: 목포 영웅,,10
525,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
526,아수라,찢었다...모든게 찢었다.,8
527,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
528,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
529,비바리움,내가 50년간 봤던 영화중 최악이,10
530,서복,핵노잼  별한개도 아까운 영,10
531,미드소마,문화 차이. 미리 말을 하던,6
532,언포기버블,영화의  단조로운 스토리를  긴장감있,10
533,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
534,롱 리브 더 킹: 목포 영웅,,10
535,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
536,아수라,찢었다...모든게 찢었다.,8
537,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
538,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
539,비바리움,내가 50년간 봤던 영화중 최악이,10
540,서복,핵노잼  별한개도 아까운 영,10
541,미드소마,문화 차이. 미리 말을 하던,6
542,언포기버블,영화의  단조로운 스토리를  긴장감있,10
543,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
544,롱 리브 더 킹: 목포 영웅,,10
545,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
546,아수라,찢었다...모든게 찢었다.,8
547,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
548,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
549,비바리움,내가 50년간 봤던 영화중 최악이,10
550,서복,핵노잼  별한개도 아까운 영,10
551,미드소마,문화 차이. 미리 말을 하던,6
552,언포기버블,영화의  단조로운 스토리를  긴장감있,10
553,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
554,롱 리브 더 킹: 목포 영웅,,10
555,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
556,아수라,찢었다...모든게 찢었다.,8
557,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
558,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
559,비바리움,내가 50년간 봤던 영화중 최악이,10
560,서복,핵노잼  별한개도 아까운 영,10
561,미드소마,문화 차이. 미리 말을 하던,6
562,언포기버블,영화의  단조로운 스토리를  긴장감있,10
563,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
564,롱 리브 더 킹: 목포 영웅,,10
565,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
566,아수라,찢었다...모든게 찢었다.,8
567,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
568,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
569,비바리움,내가 50년간 봤던 영화중 최악이,10
570,서복,핵노잼  별한개도 아까운 영,10
571,미드소마,문화 차이. 미리 말을 하던,6
572,언포기버블,영화의  단조로운 스토리를  긴장감있,10
573,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
574,롱 리브 더 킹: 목포 영웅,,10
575,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
576,아수라,찢었다...모든게 찢었다.,8
577,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
578,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
579,비바리움,내가 50년간 봤던 영화중 최악이,10
580,서복,핵노잼  별한개도 아까운 영,10
581,미드소마,문화 차이. 미리 말을 하던,6
582,언포기버블,영화의  단조로운 스토리를  긴장감있,10
583,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
584,롱 리브 더 킹: 목포 영웅,,10
585,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
586,아수라,찢었다...모든게 찢었다.,8
587,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
588,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
589,비바리움,내가 50년간 봤던 영화중 최악이,10
590,서복,핵노잼  별한개도 아까운 영,10
591,미드소마,문화 차이. 미리 말을 하던,6
592,언포기버블,영화의  단조로운 스토리를  긴장감있,10
593,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
594,롱 리브 더 킹: 목포 영웅,,10
595,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
596,아수라,찢었다...모든게 찢었다.,8
597,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,9
598,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
599,비바리움,내가 50년간 봤던 영화중 최악이,10
600,서복,핵노잼  별한개도 아까운 영,10
601,미드소마,문화 차이. 미리 말을 하던,10
602,언포기버블,영화의  단조로운 스토리를  긴장감있,6
603,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
604,롱 리브 더 킹: 목포 영웅,,10
605,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
606,아수라,찢었다...모든게 찢었다.,10
607,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
608,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
609,비바리움,내가 50년간 봤던 영화중 최악이,9
610,서복,핵노잼  별한개도 아까운 영,10
611,미드소마,문화 차이. 미리 말을 하던,10
612,언포기버블,영화의  단조로운 스토리를  긴장감있,6
613,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
614,롱 리브 더 킹: 목포 영웅,,10
615,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
616,아수라,찢었다...모든게 찢었다.,10
617,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
618,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
619,비바리움,내가 50년간 봤던 영화중 최악이,9
620,서복,핵노잼  별한개도 아까운 영,10
621,미드소마,문화 차이. 미리 말을 하던,10
622,언포기버블,영화의  단조로운 스토리를  긴장감있,6
623,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
624,롱 리브 더 킹: 목포 영웅,,10
625,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
626,아수라,찢었다...모든게 찢었다.,10
627,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
628,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
629,비바리움,내가 50년간 봤던 영화중 최악이,9
630,서복,핵노잼  별한개도 아까운 영,10
631,미드소마,문화 차이. 미리 말을 하던,10
632,언포기버블,영화의  단조로운 스토리를  긴장감있,6
633,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
634,롱 리브 더 킹: 목포 영웅,,10
635,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
636,아수라,찢었다...모든게 찢었다.,10
637,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
638,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
639,비바리움,내가 50년간 봤던 영화중 최악이,9
640,서복,핵노잼  별한개도 아까운 영,10
641,미드소마,문화 차이. 미리 말을 하던,10
642,언포기버블,영화의  단조로운 스토리를  긴장감있,6
643,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
644,롱 리브 더 킹: 목포 영웅,,10
645,싱크홀,싱크홀 별로라는 말이 많던데 그래도 제가 좋아하는 장르에 배우분들도 좋아하는 분들이라 꼭 보고 싶던거라 이제 봤네요 근데 진심 너무 웃기고 재밌는데요? 쫄깃하고 슬프고 감동적인 부분도 있고 좋아요 특히 광수님이 진짜 너무 웃겨요 그냥 런닝맨 보는 거 같음ㅋㅋㅋㅋ또 좋아하는 이학주 남다름 김성균님도 나오셔서.. 아 너무 좋게 봤어요 저는ㅎ,10
646,아수라,찢었다...모든게 찢었다.,10
647,고양이 집사,방금 봤는데 너무 감동 깊게 봤습니다! 우리나라도 독일처럼 동물보호법 강화되서 더이상 버려지는 아이들이 없기를.. 길위의 아이들 모두 따듯한 손길에 행복하기를.. 영화처럼 세상 모든사람들이 따듯하고 좋은분들만 계시다면 얼마나 좋을까요? 출연해주신 냥이 챙겨주시는 모든분들 감사합니다! 복 많이 받으시고 행복하세요! 덕분에 참 마음 따듯하게 봤습니다!,8
648,고양이 집사,너무 사랑스런 고양이와 따뜻한 사람들의 이야기를 보며 감동 만,9
649,비바리움,내가 50년간 봤던 영화중 최악이,9
650,서복,핵노잼  별한개도 아까운 영,10
651,미드소마,문화 차이. 미리 말을 하던,10
652,언포기버블,영화의  단조로운 스토리를  긴장감있,6
653,인질,납치범 대가리가 영화 다조지네;; 집중이안되네..,10
654,롱 리브 더 킹: 목포 영웅,,10
